name,arity_profile,avg_arity,max_arity,min_arity,n_edges_d,n_nodes_d,n_predicates,n_rules,n_shapes,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_terminate_graph_d,terminates_graph
\arity\program-250.res,[1-5],3.007352941,5,1,1612460,10335,272,501288,1471, [200-400), [333333-666666),125.97478,35001.49,8614.509,9542.4795,13108.62,21849.104, false
\arity\program-251.res,[1-5],3.055944056,5,1,2377447,11833,286,748915,1625, [200-400), [666666-999999),133.60452,56066.746,15535.94,13723.299,12818.716,28488.262, false
\arity\program-252.res,[1-5],3.01025641,5,1,3099420,15727,390,968764,2177, [200-400), [666666-999999),145.63504,87395.85,19655.389,17537.557,16916.027,36717.05, false
\arity\program-253.res,[1-5],3.035230352,5,1,3010316,14840,369,925386,2056, [200-400), [666666-999999),158.82349,81303.92,18555.49,16733.645,16847.975,35562.29, false
\arity\program-254.res,[1-5],2.881028939,5,1,2124374,11015,311,723065,1608, [200-400), [666666-999999),140.00572,52230.105,14209.157,13035.575,13577.681,27926.844, false
\arity\program-255.res,[1-5],2.953389831,5,1,2713181,8785,236,988987,1257, [200-400), [666666-999999),129.27608,62944.145,20985.826,17773.783,11250.362,32365.465, false
\arity\program-256.res,[1-5],2.969827586,5,1,2450634,9390,232,883011,1284, [200-400), [666666-999999),118.78251,58192.727,18962.715,16044.797,11159.994,30241.492, false
\arity\program-257.res,[1-5],3.044609665,5,1,2959159,10992,269,980386,1506, [200-400), [666666-999999),145.48198,75158.45,21532.318,17814.227,13042.124,34719.926, false
\arity\program-258.res,[1-5],3.008,5,1,2513647,9634,250,851101,1372, [200-400), [666666-999999),111.81089,61736.25,17560.21,15176.428,11238.249,28910.27, false
\arity\program-259.res,[1-5],2.940639269,5,1,2579777,8351,219,971691,1182, [200-400), [666666-999999),115.20995,60518.082,23887.555,17541.477,10052.447,34055.21, false
\arity\program-25.res,[1-5],3.363636364,5,2,81167,472,11,40070,68, [5-200), [0-333333),11.085266,260.06683,889.7309,976.14935,1247.9655,2148.7817, false
\arity\program-260.res,[1-5],3.01171875,5,1,2818907,10117,256,967850,1416, [200-400), [666666-999999),114.16137,55757.12,18502.777,17579.648,11408.115,30025.055, false
\arity\program-261.res,[1-5],2.98880597,5,1,2587773,10424,268,877012,1461, [200-400), [666666-999999),145.06584,70010.805,18643.828,15696.197,11899.002,30687.896, false
\arity\program-262.res,[1-5],3.025787966,5,1,2597987,13850,349,803892,1929, [200-400), [666666-999999),160.96016,69186.43,16611.322,14617.1045,15591.537,32363.82, false
\arity\program-263.res,[1-5],3.041791045,5,1,2191505,13817,335,669064,1892, [200-400), [666666-999999),153.61067,53238.95,12593.632,12346.737,14980.762,27728.004, false
\arity\program-264.res,[1-5],2.913907285,5,1,2257181,11510,302,775640,1610, [200-400), [666666-999999),138.03734,51592.67,14624.228,13868.067,13364.385,28126.648, false
\arity\program-265.res,[1-5],3.009049774,5,1,2703690,8922,221,967542,1227, [200-400), [666666-999999),120.819275,65572.734,21436.014,17156.414,10187.847,31744.68, false
\arity\program-266.res,[1-5],3.005633803,5,1,2390728,14702,355,747383,1980, [200-400), [666666-999999),154.00578,67185.32,14074.684,13534.019,15856.764,30085.453, false
\arity\program-267.res,[1-5],3.156118143,5,1,2278146,10742,237,700596,1409, [200-400), [666666-999999),132.85828,54162.414,14223.351,13041.262,11075.06,25431.27, false
\arity\program-268.res,[1-5],3.049095607,5,1,2689950,15780,387,808242,2172, [200-400), [666666-999999),140.9762,69753.125,16520.287,14673.143,17596.39,34257.656, false
\arity\program-269.res,[1-5],3.009090909,5,1,3055970,13286,330,992052,1834, [200-400), [666666-999999),145.48645,71012.39,21287.707,17833.463,14880.313,36313.508, false
\arity\program-26.res,[1-5],3.058441558,5,1,777142,5934,154,240336,843, [5-200), [0-333333),53.669975,10792.269,3886.358,4804.4067,7398.664,11338.691, false
\arity\program-270.res,[1-5],3.060686016,5,1,2719806,16064,379,826449,2172, [200-400), [666666-999999),170.4572,79010.055,15846.853,15250.786,17240.328,33257.637, false
\arity\program-271.res,[1-5],3.065359477,5,1,2860099,12863,306,899859,1747, [200-400), [666666-999999),135.79854,79723.47,18021.54,16214.304,13392.445,31549.783, false
\arity\program-272.res,[1-5],2.996254682,5,1,2394403,10881,267,808533,1484, [200-400), [666666-999999),119.07784,54952.49,16900.885,14615.753,11857.637,28877.6, false
\arity\program-273.res,[1-5],3.014084507,5,1,2608542,8645,213,937980,1207, [200-400), [666666-999999),127.62623,61493,19693.215,17105.955,10079.828,29900.67, false
\arity\program-274.res,[1-5],3.025906736,5,1,3027955,15622,386,935461,2150, [200-400), [666666-999999),141.37108,88438.97,18171.69,16865.637,17338.734,35651.797, false
\arity\program-275.res,[1-5],3.00660066,5,1,2509389,12067,303,807333,1674, [200-400), [666666-999999),138.57689,70010.45,16209.451,14562.343,14263.135,30611.164, false
\arity\program-276.res,[1-5],3.040540541,5,1,2833094,12801,296,921369,1687, [200-400), [666666-999999),133.14954,63695.293,18822.457,17090.717,13706.3,32661.906, false
\arity\program-277.res,[1-5],3.046099291,5,1,2878369,11866,282,941077,1585, [200-400), [666666-999999),131.62624,80129.12,19632.436,16842.94,13297.916,33061.977, false
\arity\program-278.res,[1-5],2.991689751,5,1,2238842,14016,361,694586,1977, [200-400), [666666-999999),143.6066,56157.52,13068.051,12763.299,15972.278,29183.936, false
\arity\program-279.res,[1-5],2.977077364,5,1,2468560,13601,349,783956,1893, [200-400), [666666-999999),141.64813,63567.47,15391.327,14224.256,15612.65,31145.625, false
\arity\program-27.res,[1-5],2.957317073,5,1,981295,5268,164,329349,848, [5-200), [0-333333),52.719112,18495.742,5341.745,6245.935,8138.146,13532.61, false
\arity\program-280.res,[1-5],3.083056478,5,1,2863075,13523,301,912930,1761, [200-400), [666666-999999),158.5874,65411.316,18749.188,16591.164,14672.509,33580.285, false
\arity\program-281.res,[1-5],3.039513678,5,1,2434809,12632,329,742931,1813, [200-400), [666666-999999),132.93202,62773.42,14135.542,13525.184,14623.132,28891.605, false
\arity\program-282.res,[1-5],2.929447853,5,1,2798174,12593,326,956072,1759, [200-400), [666666-999999),147.23409,76692.1,18503.504,16717.1,14603.969,33254.707, false
\arity\program-283.res,[1-5],2.928270042,5,1,2433616,8437,237,882930,1242, [200-400), [666666-999999),122.766365,59739.934,19864.393,16040.871,11637.747,31624.906, false
\arity\program-284.res,[1-5],2.920353982,5,1,1923563,8730,226,700062,1211, [200-400), [666666-999999),134.04071,39305.95,13614.423,12613.331,9840.696,23589.16, false
\arity\program-285.res,[1-5],2.915708812,5,1,2339350,9245,261,826022,1375, [200-400), [666666-999999),124.8935,49846.8,16874.545,14781.328,11999.576,28999.014, false
\arity\program-286.res,[1-5],2.956730769,5,1,2246865,7572,208,817580,1105, [200-400), [666666-999999),108.953125,52296.5,17105.781,14775.856,9525.222,26739.957, false
\arity\program-287.res,[1-5],3.017793594,5,1,2797426,10964,281,920709,1545, [200-400), [666666-999999),121.25277,61900.75,19779.193,16563.58,13363.475,33263.92, false
\arity\program-288.res,[1-5],3.022038567,5,1,3173646,14720,363,997659,2024, [200-400), [666666-999999),151.96681,85303.016,20412.355,18057.047,16413.525,36977.848, false
\arity\program-289.res,[1-5],3.026229508,5,1,2942139,12078,305,959359,1695, [200-400), [666666-999999),145.89223,77074.414,19615.633,17361.357,14115.52,33877.047, false
\arity\program-28.res,[1-5],3.017857143,5,1,575457,4344,112,197105,629, [5-200), [0-333333),46.50808,7712.656,3176.0183,3912.5784,5968.754,9191.28, false
\arity\program-290.res,[1-5],3.015151515,5,1,2434618,13265,330,763887,1826, [200-400), [666666-999999),159.10643,53965.35,15413.603,14004.979,15321.794,30894.504, false
\arity\program-291.res,[1-5],3.165178571,5,1,2220787,10121,224,682733,1323, [200-400), [666666-999999),108.87215,55220.938,13328.809,12855.864,10534.586,23972.266, false
\arity\program-292.res,[1-5],3.036809816,5,1,2837195,13769,326,898707,1834, [200-400), [666666-999999),131.67693,79891.66,18448.686,16472.385,14510.21,33090.574, false
\arity\program-293.res,[1-5],3.009569378,5,1,2228320,8488,209,786636,1141, [200-400), [666666-999999),102.19801,46897.9,16660.61,14237.073,9996.814,26759.621, false
\arity\program-294.res,[1-5],3.013550136,5,1,2573862,15242,369,799659,2050, [200-400), [666666-999999),143.48807,78404.63,16503.932,14480.077,15676.783,32324.203, false
\arity\program-295.res,[1-5],3.059375,5,1,2530841,13211,320,779429,1811, [200-400), [666666-999999),147.36127,62882.797,14889.356,14023.336,14789.464,29826.182, false
\arity\program-296.res,[1-5],3.082949309,5,1,2454982,9208,217,817157,1237, [200-400), [666666-999999),108.22672,58524.24,17529.6,15226.893,10923.407,28561.234, false
\arity\program-297.res,[1-5],3.016666667,5,1,2750456,10511,240,979279,1369, [200-400), [666666-999999),133.86775,68961.66,20707.754,17615.033,12317.542,33159.164, false
\arity\program-298.res,[1-5],3.12962963,5,1,2655535,9637,216,872800,1279, [200-400), [666666-999999),122.220184,58489.848,18619.654,16152.51,10285.334,29027.209, false
\arity\program-299.res,[1-5],3.036697248,5,1,2805871,9059,218,998724,1239, [200-400), [666666-999999),135.97606,58551.773,21068.83,17897.193,10572.683,31777.488, false
\arity\program-29.res,[1-5],2.847222222,5,1,381335,2497,72,166767,360, [5-200), [0-333333),33.23414,2778.6663,2620.5176,3201.0354,3736.9556,6390.707, false
\arity\program-2.res,[1-5],2.861702128,5,1,304270,3704,94,115079,490, [5-200), [0-333333),41.325905,4712.4023,1771.6685,2254.041,4695.161,6508.1553, false
\arity\program-300.res,[1-5],3,5,1,2501195,12594,312,807340,1719, [200-400), [666666-999999),140.90862,56206.06,15785.461,14450.484,13898.681,29825.05, false
\arity\program-301.res,[1-5],2.99047619,5,1,483641,16321,420,135587,2308, [400-600], [0-333333),65.26733,6994.013,1873.2501,2847.7146,19417.098,21355.615, false
\arity\program-302.res,[1-5],3.004454343,5,1,290039,17586,449,80217,2487, [400-600], [0-333333),45.59189,1808.716,1155.6257,1699.5264,21678.977,22880.193, false
\arity\program-303.res,[1-5],3.004246285,5,1,292290,18206,471,80689,2599, [400-600], [0-333333),30.092665,2134.5388,1167.8595,1730.3956,20794.693,21992.645, false
\arity\program-304.res,[1-5],3.008213552,5,1,633860,19334,487,174605,2676, [400-600], [0-333333),61.389942,9238.4795,2388.1653,3460.1165,22086.613,24536.168, false
\arity\program-309.res,[1-5],3.006134969,5,1,121971,15994,489,33369,2712, [400-600], [0-333333),45.12298,2804.3977,711.30615,808.9556,21707.312,22463.742, false
\arity\program-30.res,[1-5],3,5,1,413932,953,30,311187,149, [5-200), [0-333333),41.615593,2730.0269,5642.57,6074.104,2046.6501,7730.836, false
\arity\program-310.res,[1-5],3.002392344,5,1,1014873,17152,418,291709,2327, [400-600], [0-333333),72.26613,24224.723,4230.7725,5686.518,20004.188,24307.227, false
\arity\program-312.res,[1-5],2.975550122,5,1,326996,15772,409,91693,2237, [400-600], [0-333333),51.795925,5001.594,1499.0212,1869.471,18709.232,20260.049, false
\arity\program-313.res,[1-5],2.99795082,5,1,938799,19347,488,264010,2686, [400-600], [0-333333),89.125374,20524.9,4181.743,5174.315,21373.084,25643.953, false
\arity\program-317.res,[1-5],2.984716157,5,1,1115557,17847,458,319025,2487, [400-600], [0-333333),77.713486,27183.646,4514.5356,6163.757,19615.902,24208.152, false
\arity\program-318.res,[1-5],3.002066116,5,1,105858,14906,484,28723,2665, [400-600], [0-333333),16.073965,326.24222,639.83325,713.1994,21834.838,22490.746, false
\arity\program-31.res,[1-5],3.111111111,5,1,406890,3173,72,141879,426, [5-200), [0-333333),36.483128,3255.3972,2356.645,3015.4995,4196.9194,6590.048, false
\arity\program-320.res,[1-5],3.035789474,5,1,498724,19646,475,136679,2678, [400-600], [0-333333),50.207767,6681.4585,1899.7303,2913.2878,21459.654,23409.592, false
\arity\program-321.res,[1-5],3.012631579,5,1,1084642,18829,475,303962,2615, [400-600], [0-333333),84.82178,18730.594,4297.708,6006.1343,21996.941,26379.47, false
\arity\program-322.res,[1-5],2.968899522,5,1,11226,4528,418,3068,2257, [400-600], [0-333333),5.975013,27.903292,125.087234,185.04355,18342.52,18473.582, false
\arity\program-323.res,[1-5],2.991266376,5,1,612546,17937,458,171136,2503, [400-600], [0-333333),54.381084,8636.51,2277.2817,3429.612,20696.936,23028.598, false
\arity\program-324.res,[1-5],3.011261261,5,1,649224,17843,444,180969,2470, [400-600], [0-333333),68.6131,9193.508,2726.057,3698.3418,19543.691,22338.361, false
\arity\program-328.res,[1-5],3.019148936,5,1,582869,19075,470,160734,2617, [400-600], [0-333333),60.739132,9776.255,2214.1936,3233.6052,20332.223,22607.156, false
\arity\program-329.res,[1-5],3.018789144,5,1,95819,14381,479,26079,2651, [400-600], [0-333333),21.742155,308.69995,517.00604,693.30524,21313.818,21852.566, false
\arity\program-32.res,[1-5],3.092592593,5,1,331330,2364,54,126643,318, [5-200), [0-333333),25.625656,2322.461,1956.3262,2796.0771,3273.4976,5255.449, false
\arity\program-332.res,[1-5],2.984581498,5,1,879627,17718,454,251296,2484, [400-600], [0-333333),77.272095,18667.764,3447.4785,4899.0176,19324.447,22849.197, false
\arity\program-335.res,[1-5],3.009960159,5,1,644671,20104,502,178238,2780, [400-600], [0-333333),66.24462,9761.911,2336.6348,3521.0183,22204.033,24606.912, false
\arity\program-33.res,[1-5],3.086206897,5,1,298569,4903,116,89742,666, [5-200), [0-333333),33.628975,3181.3408,1492.4818,1877.2344,5827.7397,7353.8506, false
\arity\program-340.res,[1-5],3.033826638,5,1,920889,19545,473,256388,2662, [400-600], [0-333333),83.82175,12829.68,3285.3047,5183.5107,20394.414,23763.541, false
\arity\program-341.res,[1-5],3.037220844,5,1,438020,17068,403,120895,2285, [400-600], [0-333333),72.92748,4898.7017,1810.633,2562.967,18461.781,20345.342, false
\arity\program-342.res,[1-5],3.012224939,5,1,730035,16524,409,205031,2252, [400-600], [0-333333),78.04763,13528.558,3019.9482,3946.2644,18572.22,21670.217, false
\arity\program-343.res,[1-5],2.975186104,5,1,1014752,15712,403,293438,2198, [400-600], [0-333333),72.89588,18888.969,4181.2,5774.631,17238.104,21492.2, false
\arity\program-345.res,[1-5],2.958128079,5,1,231514,14572,406,64518,2170, [400-600], [0-333333),40.024944,1487.3684,1050.6741,1477.1582,19553.385,20644.084, false
\arity\program-346.res,[1-5],3.010245902,5,1,855358,19966,488,239582,2720, [400-600], [0-333333),66.111404,13802.04,3383.5012,4588.977,21564.771,25014.385, false
\arity\program-347.res,[1-5],3.032407407,5,1,229663,16456,432,62505,2413, [400-600], [0-333333),42.160686,1343.2902,1001.3218,1406.5886,19059.848,20103.33, false
\arity\program-349.res,[1-5],3.024608501,5,1,176018,16547,447,47947,2495, [400-600], [0-333333),31.430256,890.5055,812.7643,1054.3701,23944.22,24788.416, false
\arity\program-34.res,[1-5],3,5,1,550126,7880,191,167896,1063, [5-200), [0-333333),52.872173,8417.312,2573.4336,3373.2078,9055.879,11682.185, false
\arity\program-351.res,[1-5],3.001972387,5,1,1638764,20198,507,469175,2796, [400-600], [333333-666666),126.65711,36079.195,6969.811,8782.484,21976.795,29073.264, false
\arity\program-352.res,[1-5],3.009456265,5,1,1880682,17557,423,558922,2363, [400-600], [333333-666666),143.1713,59375.95,8805.322,10554.244,18509.695,27458.188, false
\arity\program-353.res,[1-5],3.019559902,5,1,2206591,17034,409,665071,2299, [400-600], [333333-666666),156.60236,63006.195,11673.663,12078.81,18169.955,30000.22, false
\arity\program-356.res,[1-5],2.995402299,5,1,1814079,16933,435,530082,2375, [400-600], [333333-666666),130.5769,58531.938,8479.366,10133.463,19055.74,27665.684, false
\arity\program-357.res,[1-5],2.991489362,5,1,1448109,18780,470,417852,2581, [400-600], [333333-666666),140.42978,32045.352,6298.7065,7802.86,20115.648,26554.785, false
\arity\program-358.res,[1-5],2.975609756,5,1,1535093,18021,451,453146,2464, [400-600], [333333-666666),142.26692,32666.988,7345.877,8352.63,19929.918,27418.062, false
\arity\program-35.res,[1-5],3.046875,5,1,113226,5410,128,32291,724, [5-200), [0-333333),12.440675,813.7046,621.15967,786.9887,6416.349,7049.949, false
\arity\program-360.res,[1-5],3.051391863,5,1,1374823,19569,467,387779,2655, [400-600], [333333-666666),111.910706,32799.555,5566.2573,7370.6396,21481.547,27159.715, false
\arity\program-361.res,[1-5],2.988,5,1,2083470,19663,500,611309,2735, [400-600], [333333-666666),144.61066,58347.77,10088.907,11441.706,22306.07,32539.588, false
\arity\program-362.res,[1-5],2.981438515,5,1,1197898,16979,431,346361,2353, [400-600], [333333-666666),113.75857,24196.695,5254.7866,6639.922,19510.615,24879.16, false
\arity\program-363.res,[1-5],2.989177489,5,1,1447511,18328,462,419813,2537, [400-600], [333333-666666),95.40371,30837.256,6347.6724,7728.0796,20531.275,26974.352, false
\arity\program-364.res,[1-5],3.047722343,5,1,1823701,19000,461,518609,2593, [400-600], [333333-666666),153.79384,45056.277,8700.913,9863.345,28724.908,37579.617, false
\arity\program-366.res,[1-5],3,5,1,1192301,16451,421,342773,2326, [400-600], [333333-666666),87.16251,31754.998,4995.0073,6544.17,18395.033,23477.203, false
\arity\program-367.res,[1-5],3.032989691,5,1,1628446,19754,485,461313,2715, [400-600], [333333-666666),108.48593,39361.17,7507.4717,8846.591,21541.352,29157.309, false
\arity\program-368.res,[1-5],3.009784736,5,1,1805319,20545,511,518636,2831, [400-600], [333333-666666),155.03455,40992.88,7932.452,9702.3545,22726.37,30813.855, false
\arity\program-36.res,[1-5],3.25,5,1,936007,4263,84,322644,533, [5-200), [0-333333),72.19769,8645.611,5914.497,6352.9277,4968.957,10955.652, false
\arity\program-370.res,[1-5],2.993348115,5,1,1713670,17776,451,501415,2476, [400-600], [333333-666666),129.49646,55174.75,8007.8276,9629.694,19439.898,27577.223, false
\arity\program-374.res,[1-5],3.024937656,5,1,1284177,16188,401,367988,2226, [400-600], [333333-666666),103.89485,30133.756,5535.2754,7008.1626,18395.922,24035.092, false
\arity\program-375.res,[1-5],3.018329939,5,1,1332511,19892,491,377137,2738, [400-600], [333333-666666),103.359535,28247.56,5582.752,7269.387,22237.264,27923.375, false
\arity\program-376.res,[1-5],3.008196721,5,1,1384478,19416,488,393491,2700, [400-600], [333333-666666),118.95872,31448.252,5828.8,7362.9834,21687.635,27635.393, false
