name,arity_profile,avg_arity,max_arity,min_arity,n_components,n_components_d,n_edges,n_edges_d,n_exist_vars,n_facts,n_nodes,n_nodes_d,n_predicates,n_rules,n_shapes,n_spacial_components,n_spacial_components_d,n_special_edges,n_special_edges_d,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_terminate_graph_avg,t_terminate_graph_d,t_terminate_graph_std,t_vlog,terminates_graph,total_t
\rules\program-374-small.res,[1-5], 3.092753623188406, 5.0, 1.0, 0, 143, 2408640, 2190624, 323333, 34500000, 1067, 14651, 345.0, 647524, 1991, 0, 1, 463999, 347008, [200-400), [333333-666666), 143.95876, 51567.17, 11582.351, 12005.483, 15549.373,NaN, 27275.684,NaN,null, false, 91370.81
\arity\program-427-small.res,[1-5], 3.024390243902439, 5.0, 1.0, 0, 167, 3233093, 2920199, 446084, 41000000, 1240, 16821, 410.0, 892125, 2308, 0, 1, 616105, 462599, [400-600], [666666-999999), 154.04852, 83333.97, 17471.363, 16023.405, 18360.826,NaN, 35986.24,NaN,null, false, 136078.31
\rules\program-763-small.res,[1-10], 5.555555555555555, 10.0, 1.0, 0, 210476, 2394861, 539750, 51340, 59400000, 3300, 217647, 594.0, 102574, 20536, 0, 1, 190175, 86116, [400-600], [0-333333), 273.01733, 9494.31, 346987.06, 3073.7104, 43434.08,NaN, 390694.2,NaN,null, false, 403706.7
\arity\program-422-small.res,[1-5], 2.9887133182844243, 5.0, 1.0, 0, 167, 3446020, 2746599, 416280, 44300000, 1324, 17261, 443.0, 831664, 2411, 0, 1, 599819, 433883, [400-600], [666666-999999), 173.24321, 81164.375, 15516.723, 14979.049, 19101.75,NaN, 34791.715,NaN,null, false, 131680.0
\predicate\program-306-small.res,[1-5], 2.9798270893371757, 5.0, 1.0, 0, 4503, 406904, 159876, 21928, 34700000, 1034, 12408, 347.0, 44106, 1874, 0, 1, 38893, 24145, [200-400), [0-333333), 31.724718, 717.2807, 814.4971, 969.86115, 15447.032,NaN, 16293.254,NaN,null, false,null
\rules\program-129-small.res,[1-5], 2.9655172413793105, 5.0, 1.0, 0, 43, 325649, 1976154, 450485, 11600000, 344, 4424, 116.0, 902284, 632, 0, 1, 109570, 330109, [5-200), [666666-999999), 101.826935, 30916.652, 19283.846, 16154.837, 6588.6855,NaN, 25974.357,NaN,null, false, 73349.99
\predicate\program-809-small.res,[1-5], 2.9866369710467704, 5.0, 1.0, 0, 170, 3370583, 2493063, 373928, 44900000, 1341, 17262, 449.0, 747613, 2465, 0, 1, 552911, 391925, [400-600], [666666-999999), 132.18541, 55533.938, 12877.571, 14091.797, 20080.475,NaN, 33090.23,NaN,null, false,null
\rules\program-712-small.res,[1-5], 3.0276497695852536, 5.0, 1.0, 0, 171, 3411642, 2724966, 406907, 43400000, 1314, 17534, 434.0, 814173, 2420, 0, 1, 595876, 430156, [400-600], [666666-999999), 153.55745, 79893.945, 15377.219, 14726.926, 18642.777,NaN, 34173.555,NaN,null, false, 129472.375
\rules\program-3-small.res,[1-5], 2.8181818181818183, 5.0, 1.0, 0, 3, 10596, 194088, 100928, 2200000, 62, 479, 22.0, 201987, 100, 0, 1, 3596, 37752, [5-200), [0-333333), 26.430523, 3535.2432, 2862.4443, 3928.2021, 1767.3767,NaN, 4656.2515,NaN,null, false, 12207.274
\predicate\program-728-small.res,[1-5], 2.995959595959596, 5.0, 1.0, 0, 249, 2904969, 1558468, 224526, 49500000, 1483, 19805, 495.0, 448627, 2744, 0, 1, 366461, 240995, [400-600], [333333-666666), 115.33978, 37272.93, 6708.225, 8669.863, 21618.988,NaN, 28442.553,NaN,null, false,null
\predicate\program-445-small.res,[1-5], 2.9279279279279278, 5.0, 1.0, 0, 77, 1032674, 1538716, 266158, 22200000, 650, 8139, 222.0, 533007, 1186, 0, 1, 266736, 246951, [200-400), [333333-666666), 105.33029, 32026.256, 9220.957, 9962.924, 12038.805,NaN, 21365.092,NaN,null, false,null
\rules\program-107-small.res,[1-5], 3.142857142857143, 4.0, 2.0, 0, 1, 1366, 39590, 423806, 700000, 22, 137, 7.0, 848222, 34, 0, 1, 484, 9267, [5-200), [666666-999999), 6.133834, 5819.787, 10367.208, 15852.978, 1044.0627,NaN, 11417.404,NaN,null, false, 33193.195
\arity\program-497-small.res,[1-10], 5.635135135135135, 10.0, 1.0, 0, 35044, 340976, 81016, 7654, 14800000, 834, 35991, 148.0, 15434, 5221, 0, 1, 28774, 12814, [5-200), [0-333333), 46.655613, 2898.541, 61624.06, 610.4677, 11804.271,NaN, 73474.984,NaN,null, false, 77077.04
\arity\program-420-small.res,[1-5], 3.0224032586558045, 5.0, 1.0, 0, 202, 3998355, 2814078, 414957, 49100000, 1484, 20003, 491.0, 830430, 2743, 0, 1, 631893, 441619, [400-600], [666666-999999), 168.15948, 88664.47, 15408.454, 15000.509, 22196.713,NaN, 37773.33,NaN,null, false, 142217.36
\arity\program-432-small.res,[1-5], 3.036231884057971, 5.0, 1.0, 0, 163, 3068076, 2378086, 351202, 41400000, 1257, 16742, 414.0, 703055, 2299, 0, 1, 524103, 375001, [400-600], [666666-999999), 138.66777, 71059.12, 12335.375, 12896.3955, 18465.367,NaN, 30939.41,NaN,null, false, 115504.625
\predicate\program-116-small.res,[1-5], 3.126984126984127, 5.0, 1.0, 0, 89, 911938, 1948476, 321471, 18900000, 591, 8676, 189.0, 642990, 1123, 0, 1, 275134, 316066, [5-200), [333333-666666), 107.8914, 42455.844, 12900.801, 12306.973, 9277.645,NaN, 22286.336,NaN,null, false,null
\arity\program-447-small.res,[1-5], 3.0262008733624453, 5.0, 1.0, 0, 187, 3781363, 3000991, 449536, 45800000, 1386, 18860, 458.0, 899170, 2567, 0, 1, 656626, 473978, [400-600], [666666-999999), 163.69473, 50384.473, 13494.934, 16195.006, 20285.008,NaN, 33943.637,NaN,null, false, 101368.28
\predicate\program-427-small.res,[1-5], 3.0714285714285716, 5.0, 1.0, 0, 85, 1056158, 1889804, 309032, 21000000, 645, 8679, 210.0, 618399, 1198, 0, 1, 299125, 305107, [200-400), [333333-666666), 110.48454, 31630.488, 11003.8125, 11353.846, 10016.434,NaN, 21130.73,NaN,null, false,null
\arity\program-202-small.res,[1-5], 3.0412371134020617, 5.0, 1.0, 0, 111, 1741890, 1814709, 277282, 29100000, 885, 11614, 291.0, 553847, 1632, 0, 1, 369282, 290197, [200-400), [333333-666666), 127.02449, 54125.78, 9844.808, 10674.396, 12893.16,NaN, 22864.992,NaN,null, false, 88173.66
\rules\program-335-small.res,[1-5], 3.011461318051576, 5.0, 1.0, 0, 3685, 541613, 217667, 29820, 34900000, 1051, 13570, 349.0, 59752, 1927, 0, 1, 53076, 33076, [200-400), [0-333333), 47.21496, 3632.854, 1016.30255, 1359.5337, 15690.668,NaN, 16754.186,NaN,null, false, 21885.445
\predicate\program-448-small.res,[1-5], 2.924398625429553, 5.0, 1.0, 0, 109, 1584487, 1585506, 260555, 29100000, 851, 11124, 291.0, 520605, 1553, 0, 1, 324521, 252336, [200-400), [333333-666666), 103.301476, 34506.76, 8682.519, 9767.709, 13011.096,NaN, 21796.916,NaN,null, false,null
\rules\program-387-small.res,[1-5], 3.0466472303206995, 5.0, 1.0, 0, 165, 1911660, 1279462, 185360, 34300000, 1045, 14237, 343.0, 370419, 1936, 0, 1, 291077, 200557, [200-400), [333333-666666), 96.451164, 28090.184, 5473.7075, 7111.0527, 15035.476,NaN, 20605.635,NaN,null, false, 56246.715
\arity\program-270-small.res,[1-5], 3.0606860158311346, 5.0, 1.0, 0, 159, 2885945, 2719806, 413137, 37900000, 1160, 16064, 379.0, 826449, 2172, 0, 1, 567909, 431230, [200-400), [666666-999999), 170.4572, 79010.055, 15846.853, 15250.786, 17240.328,NaN, 33257.637,NaN,null, false,null
\predicate\program-223-small.res,[1-5], 3.0547945205479454, 5.0, 1.0, 0, 33, 137561, 1784551, 485309, 7300000, 223, 3070, 73.0, 968742, 409, 0, 1, 47053, 313824, [5-200), [666666-999999), 84.62043, 17274.465, 21783.91, 17541.166, 4302.006,NaN, 26170.537,NaN,null, false,null
\rules\program-386-small.res,[1-5], 2.9967637540453076, 5.0, 1.0, 0, 109, 1808606, 1652821, 252476, 30900000, 926, 11636, 309.0, 504501, 1684, 0, 1, 348114, 262498, [200-400), [333333-666666), 111.90559, 40665.613, 8643.312, 9256.849, 13410.86,NaN, 22166.078,NaN,null, false, 72475.43
\predicate\program-742-small.res,[1-5], 3.0164271047227924, 5.0, 1.0, 0, 263, 2855210, 1529362, 217410, 48700000, 1469, 19586, 487.0, 435740, 2721, 0, 1, 359752, 236699, [400-600], [333333-666666), 113.55173, 40185.258, 6491.341, 7970.9126, 21887.662,NaN, 28492.555,NaN,null, false,null
\predicate\program-811-small.res,[1-5], 3.0064935064935066, 5.0, 1.0, 0, 193, 3643051, 2718939, 406697, 46200000, 1389, 18568, 462.0, 813087, 2573, 0, 1, 601329, 427429, [400-600], [666666-999999), 140.44093, 63181.53, 14391.374, 14659.526, 21687.701,NaN, 36219.516,NaN,null, false,null
\arity\program-405-small.res,[1-5], 3.0081135902636915, 5.0, 1.0, 0, 213, 3781859, 2502104, 368356, 49300000, 1483, 19755, 493.0, 735754, 2733, 0, 1, 569085, 391873, [400-600], [666666-999999), 140.37044, 68604.914, 12377.447, 13304.998, 22378.3,NaN, 34896.117,NaN,null, false, 117534.664
\predicate\program-137-small.res,[1-5], 2.9365079365079363, 5.0, 1.0, 0, 47, 372434, 1251065, 254520, 12600000, 370, 4725, 126.0, 508236, 671, 0, 1, 123092, 207758, [5-200), [333333-666666), 84.24212, 16052.915, 8716.184, 9534.721, 5913.5312,NaN, 14713.957,NaN,null, false,null
\predicate\program-1-small.res,[1-5], 3.0104166666666665, 5.0, 1.0, 0, 43, 227672, 807185, 158922, 9600000, 289, 4114, 96.0, 318167, 551, 0, 1, 75211, 132262, [5-200), [0-333333), 81.75958, 10088.883, 5044.049, 6164.1704, 5494.7637,NaN, 10620.572,NaN,null, false,null
\rules\program-736-small.res,[1-5], 3.0417582417582416, 5.0, 1.0, 0, 181, 3474077, 2444605, 353683, 45500000, 1384, 18458, 455.0, 707151, 2547, 0, 1, 551682, 384639, [400-600], [666666-999999), 150.5903, 72622.61, 12220.317, 13081.141, 19827.996,NaN, 32198.902,NaN,null, false, 118540.0
\rules\program-13-small.res,[1-5], 3.1136363636363638, 5.0, 1.0, 0, 19, 51841, 404670, 86229, 4400000, 137, 1858, 44.0, 172058, 260, 0, 1, 17671, 68705, [5-200), [0-333333), 30.262768, 4293.3667, 2948.0728, 3483.5544, 2746.5132,NaN, 5724.8486,NaN,null, false, 13597.897
\rules\program-346-small.res,[1-5], 3.0031152647975077, 5.0, 1.0, 0, 408, 1172974, 614318, 87330, 32100000, 964, 12751, 321.0, 175277, 1774, 0, 1, 145179, 94721, [200-400), [0-333333), 52.118065, 12385.346, 2443.0735, 3540.916, 14635.9,NaN, 17131.092,NaN,null, false, 33340.555
\arity\program-238-small.res,[1-5], 2.9565217391304346, 5.0, 1.0, 0, 103, 1510452, 1678810, 271105, 27600000, 816, 10503, 276.0, 541663, 1488, 0, 1, 332741, 268477, [200-400), [333333-666666), 122.72893, 35839.1, 9641.764, 10067.325, 12258.228,NaN, 22022.719,NaN,null, false, 68327.68
\rules\program-384-small.res,[1-5], 2.947136563876652, 5.0, 1.0, 0, 92, 1053077, 1330771, 222987, 22700000, 669, 8762, 227.0, 445128, 1216, 0, 1, 250095, 213842, [200-400), [333333-666666), 72.882805, 25374.72, 7545.2144, 8134.857, 9935.914,NaN, 17554.012,NaN,null, false, 51378.387
\rules\program-396-small.res,[1-5], 3.078804347826087, 5.0, 1.0, 0, 153, 2404966, 1753688, 251980, 36800000, 1133, 15450, 368.0, 503483, 2114, 0, 1, 393641, 276435, [200-400), [333333-666666), 110.07767, 53969.707, 8653.664, 9981.131, 16573.918,NaN, 25337.66,NaN,null, false, 89876.67
\arity\program-613-small.res,[1-10], 5.34375, 10.0, 1.0, 0, 225714, 2570884, 733356, 72301, 32000000, 1710, 237891, 320.0, 144422, 10135, 0, 1, 246070, 117327, [200-400), [0-333333), 283.6707, 19377.066, 371473.62, 4093.3538, 22452.275,NaN, 394209.56,NaN,null, false, 418138.38
\rules\program-103-small.res,[1-5], 2.898989898989899, 5.0, 1.0, 0, 43, 226586, 1752395, 464585, 9900000, 287, 4012, 99.0, 930493, 522, 0, 1, 76338, 295505, [5-200), [666666-999999), 101.87891, 25571.22, 19417.18, 16537.785, 5697.14,NaN, 25216.2,NaN,null, false, 67614.17
\arity\program-194-small.res,[1-5], 2.9923273657289005, 5.0, 1.0, 0, 3, 93405, 33727, 4719, 39100000, 1170, 8479, 391.0, 9429, 2180, 0, 2, 8301, 5090, [200-400), [0-333333), 9.184567, 82.19672, 255.95526, 333.684, 23513.5,NaN, 23778.64,NaN,null, false,null
\predicate\program-300-small.res,[1-10], 4.352941176470588, 9.0, 1.0, 0, 62555, 15407, 2347268, 499845, 1700000, 74, 130635, 17.0, 998848, 335, 0, 2, 5328, 381793, [5-200), [666666-999999), 247.75185, 12071.446, 147678.22, 22249.8, 2085.3433,NaN, 150011.31,NaN,null, false,null
\predicate\program-633-small.res,[1-5], 3.0, 5.0, 1.0, 0, 5840, 658176, 253747, 34456, 48900000, 1467, 18252, 489.0, 69294, 2704, 0, 1, 61904, 38342, [400-600], [0-333333), 58.048088, 1409.1593, 1174.4337, 1498.541, 22251.309,NaN, 23483.791,NaN,null, false,null
\predicate\program-63-small.res,[1-10], 5.409836065573771, 10.0, 1.0, 0, 248883, 1795536, 856358, 85436, 18300000, 990, 262648, 183.0, 170891, 5822, 0, 1, 260659, 137991, [5-200), [0-333333), 312.54935, 24315.35, 343948.44, 5162.783, 13926.745,NaN, 358187.75,NaN,null, false,null
\arity\program-341-small.res,[1-5], 3.0372208436724564, 5.0, 1.0, 0, 1966, 1037776, 438020, 60170, 40300000, 1224, 17068, 403.0, 120895, 2285, 0, 1, 106118, 66791, [400-600], [0-333333), 72.92748, 4898.7017, 1810.633, 2562.967, 18461.781,NaN, 20345.342,NaN,null, false,null
\rules\program-214-small.res,[1-10], 6.078431372549019, 10.0, 1.0, 0, 352884, 271881, 2156879, 183080, 5100000, 310, 406199, 51.0, 366802, 1786, 0, 1, 95438, 352238, [5-200), [333333-666666), 490.7043, 17736.322, 507492.8, 11057.839, 4923.4316,NaN, 512906.97,NaN,null, false, 542091.94
\predicate\program-504-small.res,[1-5], 3.051948051948052, 5.0, 1.0, 0, 161, 3023083, 3006965, 459885, 38500000, 1175, 16185, 385.0, 921646, 2196, 0, 1, 617806, 477375, [200-400), [666666-999999), 163.13911, 89531.88, 18179.293, 16634.592, 17650.871,NaN, 35993.305,NaN,null, false,null
\arity\program-628-small.res,[1-10], 5.092369477911647, 10.0, 1.0, 0, 4, 970110, 255582, 26934, 24900000, 1268, 89758, 249.0, 53677, 7575, 0, 3, 84706, 40687, [200-400), [0-333333), 44.80722, 3055.7854, 174793.89, 1636.2375, 18570.268,NaN, 193408.97,NaN,null, false,null
\predicate\program-204-small.res,[1-5], 3.0303030303030303, 5.0, 1.0, 0, 13, 27663, 906454, 409267, 3300000, 100, 1284, 33.0, 819339, 181, 0, 1, 9500, 170179, [5-200), [666666-999999), 62.347378, 7003.861, 17426.14, 14965.472, 2341.5493,NaN, 19830.037,NaN,null, false,null
\predicate\program-297-small.res,[1-10], 4.923076923076923, 9.0, 1.0, 0, 105296, 11536, 2887488, 476060, 1300000, 64, 182774, 13.0, 952621, 312, 0, 1, 4032, 482535, [5-200), [666666-999999), 314.43814, 12063.524, 230417.55, 23288.982, 1859.4454,NaN, 232591.44,NaN,null, false,null
\arity\program-259-small.res,[1-5], 2.9406392694063928, 5.0, 1.0, 0, 83, 1095589, 2579777, 485632, 21900000, 644, 8351, 219.0, 971691, 1182, 0, 1, 338742, 421029, [200-400), [666666-999999), 115.20995, 60518.082, 23887.555, 17541.477, 10052.447,NaN, 34055.21,NaN,null, false, 112551.38
\arity\program-157-small.res,[1-5], 2.9836065573770494, 5.0, 1.0, 0, 113, 1102157, 977062, 151272, 24400000, 728, 9509, 244.0, 301734, 1328, 0, 1, 207321, 154946, [200-400), [0-333333), 67.75229, 18322.357, 4561.6655, 5945.617, 11097.679,NaN, 15727.097,NaN,null, false, 40292.297
\arity\program-278-small.res,[1-5], 2.9916897506925206, 5.0, 1.0, 0, 133, 2456818, 2238842, 348082, 36100000, 1080, 14016, 361.0, 694586, 1977, 0, 1, 470793, 355060, [200-400), [666666-999999), 143.6066, 56157.52, 13068.051, 12763.299, 15972.278,NaN, 29183.936,NaN,null, false, 98660.01
\arity\program-210-small.res,[1-5], 2.9393939393939394, 5.0, 1.0, 0, 117, 1678538, 1712634, 279795, 29700000, 873, 11665, 297.0, 559806, 1595, 0, 1, 347180, 272263, [200-400), [333333-666666), 124.39576, 52693.2, 9732.193, 10669.162, 12743.595,NaN, 22600.184,NaN,null, false, 86356.625
\predicate\program-391-small.res,[1-10], 5.450592885375494, 10.0, 1.0, 0, 200638, 1989718, 596764, 58827, 25300000, 1379, 208644, 253.0, 118036, 8381, 0, 1, 200114, 95131, [200-400), [0-333333), 249.81552, 12868.477, 327212.62, 3439.6875, 19378.713,NaN, 346841.16,NaN,null, false,null
\rules\program-88-small.res,[1-5], 3.2857142857142856, 5.0, 1.0, 0, 21, 72039, 1380702, 332089, 4900000, 161, 2188, 49.0, 663388, 305, 0, 1, 24955, 246209, [5-200), [333333-666666), 82.39067, 14500.895, 15155.285, 12603.867, 3198.7278,NaN, 18436.404,NaN,null, false, 45765.074
\arity\program-279-small.res,[1-5], 2.977077363896848, 5.0, 1.0, 0, 133, 2389468, 2468560, 392467, 34900000, 1039, 13601, 349.0, 783956, 1893, 0, 1, 500576, 393753, [200-400), [666666-999999), 141.64813, 63567.47, 15391.327, 14224.256, 15612.65,NaN, 31145.625,NaN,null, false, 109506.625
\predicate\program-319-small.res,[1-5], 2.9910179640718564, 5.0, 1.0, 0, 919, 951162, 443263, 62547, 33400000, 999, 12824, 334.0, 125167, 1829, 0, 1, 106393, 67993, [200-400), [0-333333), 59.440643, 4855.7896, 1695.9363, 2564.1533, 15102.962,NaN, 16858.34,NaN,null, false,null
\predicate\program-239-small.res,[1-5], 3.0194174757281553, 5.0, 1.0, 0, 51, 266284, 1590398, 351042, 10300000, 311, 4714, 103.0, 702573, 596, 0, 1, 89381, 262036, [5-200), [666666-999999), 109.87748, 17704.129, 13695.751, 12870.382, 5282.399,NaN, 19088.027,NaN,null, false,null
\rules\program-439-small.res,[1-5], 3.00711743772242, 5.0, 1.0, 0, 123, 1761030, 2702768, 457937, 28100000, 845, 11916, 281.0, 914465, 1565, 0, 1, 465141, 435906, [200-400), [666666-999999), 136.00803, 75442.39, 18408.232, 16323.617, 12755.964,NaN, 31300.203,NaN,null, false, 123564.69
\arity\program-146-small.res,[1-5], 3.127659574468085, 5.0, 1.0, 0, 27, 59623, 1561406, 479960, 4700000, 147, 2353, 47.0, 959812, 285, 0, 1, 20139, 276069, [5-200), [666666-999999), 104.20027, 14804.007, 21234.19, 17936.926, 3374.3735,NaN, 24712.764,NaN,null, false, 57735.457
\arity\program-260-small.res,[1-5], 3.01171875, 5.0, 1.0, 0, 97, 1516317, 2818907, 484428, 25600000, 771, 10117, 256.0, 967850, 1416, 0, 1, 432939, 453676, [200-400), [666666-999999), 114.16137, 55757.12, 18502.777, 17579.648, 11408.115,NaN, 30025.055,NaN,null, false, 103995.88
\predicate\program-192-small.res,[1-10], 4.5, 9.0, 1.0, 0, 56496, 5675, 1311537, 272804, 1000000, 45, 92545, 10.0, 546342, 193, 0, 1, 1980, 218495, [5-200), [333333-666666), 173.40182, 4557.446, 90286.65, 12933.371, 1166.4026,NaN, 91626.45,NaN,null, false,null
\predicate\program-249-small.res,[1-5], 2.873684210526316, 5.0, 1.0, 0, 71, 791366, 2027482, 416900, 19000000, 546, 7182, 190.0, 833005, 1000, 0, 1, 245450, 327358, [5-200), [666666-999999), 95.95582, 39024.152, 15632.922, 14893.456, 8930.984,NaN, 24659.863,NaN,null, false,null
\rules\program-160-small.res,[1-10], 5.349397590361446, 10.0, 1.0, 0, 103601, 984973, 328435, 32904, 16600000, 888, 109034, 166.0, 65449, 5426, 0, 1, 108002, 53128, [5-200), [0-333333), 137.42938, 7829.189, 196411.48, 1923.2653, 12739.03,NaN, 209287.94,NaN,null, false, 219286.86
\rules\program-470-small.res,[1-10], 5.61214953271028, 10.0, 1.0, 0, 163691, 1558542, 465479, 44764, 21400000, 1201, 169596, 214.0, 89455, 7628, 0, 1, 158621, 74761, [200-400), [0-333333), 210.047, 14101.582, 287927.0, 2824.4392, 16590.97,NaN, 304728.03,NaN,null, false, 321930.1
\rules\program-192-small.res,[1-10], 6.111111111111111, 10.0, 1.0, 0, 137522, 728983, 373541, 32433, 9900000, 605, 142229, 99.0, 65043, 3957, 0, 1, 116811, 60657, [5-200), [0-333333), 166.86255, 9336.819, 214186.94, 2188.3406, 8975.178,NaN, 223328.97,NaN,null, false, 235070.05
\predicate\program-86-small.res,[1-10], 5.540983606557377, 10.0, 1.0, 0, 18656, 138105, 43586, 4254, 6100000, 338, 19181, 61.0, 8433, 1964, 0, 1, 14644, 7059, [5-200), [0-333333), 27.232512, 271.77176, 19281.734, 386.36752, 5486.363,NaN, 24795.33,NaN,null, false,null
\predicate\program-99-small.res,[1-10], 5.777777777777778, 10.0, 1.0, 0, 243210, 30597, 1177385, 134100, 1800000, 104, 268481, 18.0, 268282, 682, 0, 1, 10608, 191585, [5-200), [0-333333), 307.87476, 6007.0054, 404289.7, 8228.104, 1940.0372,NaN, 406537.6,NaN,null, false,null
\arity\program-41-small.res,[1-5], 3.0736196319018405, 5.0, 1.0, 0, 1, 469689, 342087, 49147, 16300000, 501, 6841, 163.0, 98456, 948, 0, 1, 76618, 53727, [5-200), [0-333333), 27.070938, 3185.7004, 1440.4813, 2000.5499, 7878.51,NaN, 9346.0625,NaN,null, false,null
\predicate\program-374-small.res,[1-10], 5.412844036697248, 10.0, 1.0, 0, 132932, 1382292, 411705, 40101, 21800000, 1180, 139425, 218.0, 80013, 7113, 0, 2, 138498, 66297, [200-400), [0-333333), 166.8307, 7067.5024, 234729.14, 2349.424, 16278.28,NaN, 251174.25,NaN,null, false,null
\rules\program-139-small.res,[1-5], 3.0526315789473686, 5.0, 1.0, 0, 19, 83946, 1201627, 338905, 5700000, 174, 2094, 57.0, 679048, 310, 0, 1, 28884, 214695, [5-200), [666666-999999), 69.82742, 14383.313, 14154.814, 12287.974, 3467.26,NaN, 17691.902,NaN,null, false, 44568.234
\rules\program-759-small.res,[1-10], 5.488029465930018, 10.0, 1.0, 0, 71809, 738656, 161007, 15560, 54300000, 2980, 73845, 543.0, 31136, 18747, 0, 1, 56877, 25627, [400-600], [0-333333), 94.35666, 3168.8928, 135374.3, 1019.9658, 39585.395,NaN, 175054.05,NaN,null, false, 179407.02
\arity\program-256-small.res,[1-5], 2.9698275862068964, 5.0, 1.0, 0, 95, 1225620, 2450634, 441141, 23200000, 689, 9390, 232.0, 883011, 1284, 0, 1, 359865, 396455, [200-400), [666666-999999), 118.78251, 58192.727, 18962.715, 16044.797, 11159.994,NaN, 30241.492,NaN,null, false, 104995.42
\arity\program-198-small.res,[1-5], 2.9323843416370106, 5.0, 1.0, 0, 1, 737868, 364212, 53416, 28100000, 824, 10422, 281.0, 106643, 1484, 0, 1, 86000, 55924, [200-400), [0-333333), 32.400517, 3315.907, 1498.681, 2169.754, 12721.213,NaN, 14252.295,NaN,null, false,null
\rules\program-61-small.res,[1-5], 3.0, 5.0, 1.0, 0, 29, 180016, 1170876, 264662, 8500000, 255, 3048, 85.0, 530394, 455, 0, 1, 61924, 201428, [5-200), [333333-666666), 91.83249, 20584.67, 10083.548, 10120.8545, 4180.2935,NaN, 14355.674,NaN,null, false, 45324.504
\predicate\program-829-small.res,[1-5], 2.995661605206074, 5.0, 1.0, 0, 180, 3761159, 3004529, 453984, 46100000, 1381, 18070, 461.0, 907242, 2528, 0, 1, 655773, 474386, [400-600], [666666-999999), 149.93411, 74652.914, 16230.583, 16382.835, 21352.611,NaN, 37733.13,NaN,null, false,null
\predicate\program-426-small.res,[1-5], 3.0275482093663912, 5.0, 1.0, 0, 154, 2262050, 1662609, 245642, 36300000, 1099, 14893, 363.0, 490368, 2038, 0, 1, 370869, 261785, [200-400), [333333-666666), 114.358826, 47300.523, 7521.0894, 9466.349, 16156.345,NaN, 23791.793,NaN,null, false,null
\predicate\program-621-small.res,[1-5], 3.0159453302961277, 5.0, 1.0, 0, 2327, 1055714, 439738, 60743, 43900000, 1324, 17401, 439.0, 121105, 2453, 0, 1, 107138, 67135, [400-600], [0-333333), 68.235245, 4385.931, 1613.8143, 2479.947, 20033.803,NaN, 21715.852,NaN,null, false,null
\arity\program-189-small.res,[1-5], 2.9464285714285716, 5.0, 1.0, 0, 311, 909722, 494578, 72237, 28000000, 825, 10127, 280.0, 145124, 1499, 0, 1, 115060, 76099, [200-400), [0-333333), 57.754353, 8672.204, 1979.8932, 3026.4724, 12937.284,NaN, 14974.932,NaN,null, false, 26869.799
\rules\program-66-small.res,[1-5], 2.891891891891892, 5.0, 1.0, 0, 11, 31526, 644407, 264834, 3700000, 107, 1212, 37.0, 531078, 182, 0, 1, 10700, 118472, [5-200), [333333-666666), 46.249905, 7955.5713, 8957.474, 9451.664, 2180.5437,NaN, 11184.268,NaN,null, false, 28739.514
\rules\program-76-small.res,[1-5], 3.1607142857142856, 5.0, 1.0, 0, 55, 342754, 1236975, 217635, 11200000, 354, 5300, 112.0, 435443, 681, 0, 1, 113838, 202191, [5-200), [333333-666666), 82.2951, 20901.32, 8154.02, 8418.653, 5591.0767,NaN, 13827.393,NaN,null, false, 43373.54
\predicate\program-510-small.res,[1-5], 2.99234693877551, 5.0, 1.0, 0, 156, 2918574, 2695093, 418556, 39200000, 1173, 15549, 392.0, 837508, 2153, 0, 1, 566607, 427856, [200-400), [666666-999999), 134.19104, 66154.36, 16100.832, 15389.49, 18156.545,NaN, 34391.57,NaN,null, false,null
\rules\program-781-small.res,[1-10], 5.604377104377105, 10.0, 1.0, 0, 154058, 1670029, 368367, 34492, 59400000, 3329, 158753, 594.0, 68775, 20569, 0, 1, 131418, 58909, [400-600], [0-333333), 180.6531, 6104.794, 241989.75, 2167.1665, 44128.47,NaN, 286298.88,NaN,null, false, 294894.16
\arity\program-243-small.res,[1-5], 2.9760956175298805, 5.0, 1.0, 0, 95, 1315785, 1668269, 275328, 25100000, 747, 9812, 251.0, 550050, 1358, 0, 1, 313478, 267858, [200-400), [333333-666666), 109.66603, 35682.734, 10031.89, 10383.844, 11239.239,NaN, 21380.795,NaN,null, false, 67858.42
\predicate\program-436-small.res,[1-5], 2.9703389830508473, 5.0, 1.0, 0, 91, 1202771, 1795417, 306590, 23600000, 701, 9281, 236.0, 612352, 1292, 0, 1, 311481, 288491, [200-400), [333333-666666), 107.25767, 42517.734, 11232.353, 11499.674, 10699.234,NaN, 22038.844,NaN,null, false,null
\predicate\program-830-small.res,[1-5], 3.00398406374502, 5.0, 1.0, 0, 212, 4350072, 3300500, 496306, 50200000, 1508, 20115, 502.0, 991588, 2791, 0, 1, 729383, 519853, [400-600], [666666-999999), 171.3577, 97181.01, 17837.805, 17730.756, 22104.107,NaN, 40113.27,NaN,null, false,null
\arity\program-264-small.res,[1-5], 2.9139072847682117, 5.0, 1.0, 0, 118, 1814016, 2257181, 387790, 30200000, 880, 11510, 302.0, 775640, 1610, 0, 1, 424081, 360050, [200-400), [666666-999999), 138.03734, 51592.67, 14624.228, 13868.067, 13364.385,NaN, 28126.648,NaN,null, false, 94135.73
